Categoría;Pregunta;Respuesta
Instalaciones Eléctricas en Viviendas;¿Qué consecuencias puede tener el error de cubrir un empalme con tarrajeo?;Este error puede generar arco e incendio. La acción correcta es rehacer en caja.
Instalaciones Eléctricas en Viviendas;¿Por qué es importante controlar los empalmes ocultos?;Porque una ejecución incorrecta puede causar arco e incendio. La referencia correcta es: No. Deben quedar en cajas accesibles y con conectores apropiados.
Instalaciones Eléctricas en Viviendas;¿Una ducha eléctrica puede ir a cualquier tomacorriente?;No. Necesita circuito, conductor, protección, diferencial y tierra dimensionados.
Instalaciones Eléctricas en Viviendas;¿Existe una medida mínima universal para los circuitos de alta potencia?;No. Necesita circuito, conductor, protección, diferencial y tierra dimensionados.
Instalaciones Eléctricas en Viviendas;¿Cómo se verifica los circuitos de alta potencia en obra?;No. Necesita circuito, conductor, protección, diferencial y tierra dimensionados. Debe revisarse potencia, cable, llave y tierra.
Instalaciones Eléctricas en Viviendas;¿Qué error frecuente se comete con los circuitos de alta potencia?;El error frecuente es conectarla con extensión. Esto puede causar electrocución e incendio.
Instalaciones Eléctricas en Viviendas;¿Qué consecuencias puede tener el error de conectarla con extensión?;Este error puede generar electrocución e incendio. La acción correcta es instalar circuito dedicado.
Instalaciones Eléctricas en Viviendas;¿Por qué es importante controlar los circuitos de alta potencia?;Porque una ejecución incorrecta puede causar electrocución e incendio. La referencia correcta es: No. Necesita circuito, conductor, protección, diferencial y tierra dimensionados.
Instalaciones Eléctricas en Viviendas;¿Dónde debe ir el tablero eléctrico?;En lugar accesible, seco, señalizado y libre de obstáculos, permitiendo cortar la energía.
Instalaciones Eléctricas en Viviendas;¿Existe una medida mínima universal para la ubicación del tablero?;En lugar accesible, seco, señalizado y libre de obstáculos, permitiendo cortar la energía.
Instalaciones Eléctricas en Viviendas;¿Cómo se verifica la ubicación del tablero en obra?;En lugar accesible, seco, señalizado y libre de obstáculos, permitiendo cortar la energía. Debe revisarse acceso, humedad y rotulado.
Instalaciones Eléctricas en Viviendas;¿Qué error frecuente se comete con la ubicación del tablero?;El error frecuente es ocultarlo detrás de un mueble. Esto puede causar demora en emergencia.
Instalaciones Eléctricas en Viviendas;¿Qué consecuencias puede tener el error de ocultarlo detrás de un mueble?;Este error puede generar demora en emergencia. La acción correcta es reubicar o liberar.
Instalaciones Eléctricas en Viviendas;¿Por qué es importante controlar la ubicación del tablero?;Porque una ejecución incorrecta puede causar demora en emergencia. La referencia correcta es: En lugar accesible, seco, señalizado y libre de obstáculos, permitiendo cortar la energía.
Instalaciones Eléctricas en Viviendas;¿Puedo llenar una tubería con todos los cables que entren?;No. Debe permitir disipación y reemplazo sin dañar conductores.
Instalaciones Eléctricas en Viviendas;¿Existe una medida mínima universal para la ocupación de tuberías eléctricas?;No. Debe permitir disipación y reemplazo sin dañar conductores.
Instalaciones Eléctricas en Viviendas;¿Cómo se verifica la ocupación de tuberías eléctricas en obra?;No. Debe permitir disipación y reemplazo sin dañar conductores. Debe revisarse cantidad, sección, diámetro y curvas.
Instalaciones Eléctricas en Viviendas;¿Qué error frecuente se comete con la ocupación de tuberías eléctricas?;El error frecuente es forzar demasiados cables. Esto puede causar sobrecalentamiento y daño.
Instalaciones Eléctricas en Viviendas;¿Qué consecuencias puede tener el error de forzar demasiados cables?;Este error puede generar sobrecalentamiento y daño. La acción correcta es aumentar canalización.
Instalaciones Eléctricas en Viviendas;¿Por qué es importante controlar la ocupación de tuberías eléctricas?;Porque una ejecución incorrecta puede causar sobrecalentamiento y daño. La referencia correcta es: No. Debe permitir disipación y reemplazo sin dañar conductores.
Instalaciones Eléctricas en Viviendas;¿Se puede colocar cualquier tomacorriente cerca de la ducha?;No. Requiere ubicación y grado de protección adecuados, diferencial y puesta a tierra.
Instalaciones Eléctricas en Viviendas;¿Qué establece el RNE sobre los tomacorrientes en baños?;No. Requiere ubicación y grado de protección adecuados, diferencial y puesta a tierra.
Instalaciones Eléctricas en Viviendas;¿Cómo se verifica los tomacorrientes en baños en obra?;No. Requiere ubicación y grado de protección adecuados, diferencial y puesta a tierra. Debe revisarse distancia, tapa, tierra y humedad.
Instalaciones Eléctricas en Viviendas;¿Qué error frecuente se comete con los tomacorrientes en baños?;El error frecuente es usar un accesorio interior junto al agua. Esto puede causar electrocución.
Instalaciones Eléctricas en Viviendas;¿Qué consecuencias puede tener el error de usar un accesorio interior junto al agua?;Este error puede generar electrocución. La acción correcta es reubicar y usar equipo apto.
Instalaciones Eléctricas en Viviendas;¿Por qué es importante controlar los tomacorrientes en baños?;Porque una ejecución incorrecta puede causar electrocución. La referencia correcta es: No. Requiere ubicación y grado de protección adecuados, diferencial y puesta a tierra.
Instalaciones Eléctricas en Viviendas;¿Se pueden usar extensiones y empalmes durante la obra?;Solo sistemas temporales seguros con tablero, protección, tierra y cables íntegros, lejos del agua.
Instalaciones Eléctricas en Viviendas;¿Cuál es la forma correcta de resolver la electricidad temporal de obra en una vivienda autoconstruida?;Solo sistemas temporales seguros con tablero, protección, tierra y cables íntegros, lejos del agua.
Instalaciones Eléctricas en Viviendas;¿Cómo se verifica la electricidad temporal de obra en obra?;Solo sistemas temporales seguros con tablero, protección, tierra y cables íntegros, lejos del agua. Debe revisarse empalmes, tablero y aislamiento.
Instalaciones Eléctricas en Viviendas;¿Qué error frecuente se comete con la electricidad temporal de obra?;El error frecuente es pasar cables por charcos. Esto puede causar electrocución.
Instalaciones Eléctricas en Viviendas;¿Qué consecuencias puede tener el error de pasar cables por charcos?;Este error puede generar electrocución. La acción correcta es desenergizar y rehacer.
Instalaciones Eléctricas en Viviendas;¿Por qué es importante controlar la electricidad temporal de obra?;Porque una ejecución incorrecta puede causar electrocución. La referencia correcta es: Solo sistemas temporales seguros con tablero, protección, tierra y cables íntegros, lejos del agua.
Instalaciones Eléctricas en Viviendas;¿Cómo dejo preparada la instalación para más equipos?;Estimando demanda futura y reservando capacidad en alimentador, tablero, tuberías y puesta a tierra.
Instalaciones Eléctricas en Viviendas;¿Existe una medida mínima universal para la previsión de cargas futuras?;Estimando demanda futura y reservando capacidad en alimentador, tablero, tuberías y puesta a tierra.
Instalaciones Eléctricas en Viviendas;¿Cómo se verifica la previsión de cargas futuras en obra?;Estimando demanda futura y reservando capacidad en alimentador, tablero, tuberías y puesta a tierra. Debe revisarse espacios, demanda y suministro.
Instalaciones Eléctricas en Viviendas;¿Qué error frecuente se comete con la previsión de cargas futuras?;El error frecuente es agregar cargas a tablero saturado. Esto puede causar sobrecarga.
Instalaciones Eléctricas en Viviendas;¿Qué consecuencias puede tener el error de agregar cargas a tablero saturado?;Este error puede generar sobrecarga. La acción correcta es proyectar la ampliación.
Instalaciones Eléctricas en Viviendas;¿Por qué es importante controlar la previsión de cargas futuras?;Porque una ejecución incorrecta puede causar sobrecarga. La referencia correcta es: Estimando demanda futura y reservando capacidad en alimentador, tablero, tuberías y puesta a tierra.
Impermeabilización, Humedad y Drenaje;¿Qué pendiente mínima debe tener una azotea?;No hay una única para todos los sistemas. Debe garantizar drenaje sin empozamientos y ser compatible con el impermeabilizante.
Impermeabilización, Humedad y Drenaje;¿Existe una medida mínima universal para la pendiente de azotea?;No hay una única para todos los sistemas. Debe garantizar drenaje sin empozamientos y ser compatible con el impermeabilizante.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica la pendiente de azotea en obra?;No hay una única para todos los sistemas. Debe garantizar drenaje sin empozamientos y ser compatible con el impermeabilizante. Debe revisarse cotas, sumideros y prueba de agua.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con la pendiente de azotea?;El error frecuente es dejar contrapendientes. Esto puede causar filtraciones.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar la pendiente de azotea?;Porque una ejecución incorrecta puede causar filtraciones. La referencia correcta es: No hay una única para todos los sistemas. Debe garantizar drenaje sin empozamientos y ser compatible con el impermeabilizante.
Impermeabilización, Humedad y Drenaje;¿Debe hacerse prueba de agua antes del enchape?;Sí. El sistema impermeable debe probarse y no cubrirse si pierde agua.
Impermeabilización, Humedad y Drenaje;¿Cuál es la forma correcta de resolver la prueba de estanqueidad en una vivienda autoconstruida?;Sí. El sistema impermeable debe probarse y no cubrirse si pierde agua.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica la prueba de estanqueidad en obra?;Sí. El sistema impermeable debe probarse y no cubrirse si pierde agua. Debe revisarse nivel inicial y final y manchas.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con la prueba de estanqueidad?;El error frecuente es enchapar sin probar. Esto puede causar filtración oculta.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar la prueba de estanqueidad?;Porque una ejecución incorrecta puede causar filtración oculta. La referencia correcta es: Sí. El sistema impermeable debe probarse y no cubrirse si pierde agua.
Impermeabilización, Humedad y Drenaje;¿Para qué sirve la media caña en piso y muro?;Evita un ángulo vivo y permite continuidad de la impermeabilización.
Impermeabilización, Humedad y Drenaje;¿Cuál es la forma correcta de resolver las medias cañas en una vivienda autoconstruida?;Evita un ángulo vivo y permite continuidad de la impermeabilización.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica las medias cañas en obra?;Evita un ángulo vivo y permite continuidad de la impermeabilización. Debe revisarse radio, adherencia y continuidad.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con las medias cañas?;El error frecuente es doblar membrana sobre esquina quebrada. Esto puede causar fisura en el encuentro.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de doblar membrana sobre esquina quebrada?;Este error puede generar fisura en el encuentro. La acción correcta es reconstruir la media caña.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar las medias cañas?;Porque una ejecución incorrecta puede causar fisura en el encuentro. La referencia correcta es: Evita un ángulo vivo y permite continuidad de la impermeabilización.
Impermeabilización, Humedad y Drenaje;¿Cómo se protege un muro en contacto con tierra?;Con drenaje, impermeabilización por el lado de ingreso y protección mecánica.
Impermeabilización, Humedad y Drenaje;¿Existe una medida mínima universal para los muros enterrados?;Con drenaje, impermeabilización por el lado de ingreso y protección mecánica.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica los muros enterrados en obra?;Con drenaje, impermeabilización por el lado de ingreso y protección mecánica. Debe revisarse membrana exterior, dren y descarga.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con los muros enterrados?;El error frecuente es rellenar sin drenaje. Esto puede causar humedad y presión de agua.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de rellenar sin drenaje?;Este error puede generar humedad y presión de agua. La acción correcta es intervenir el lado exterior.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar los muros enterrados?;Porque una ejecución incorrecta puede causar humedad y presión de agua. La referencia correcta es: Con drenaje, impermeabilización por el lado de ingreso y protección mecánica.
Impermeabilización, Humedad y Drenaje;¿Cómo se elimina la humedad que sube del piso?;"Cortando la fuente con drenaje, barrera, niveles o reparación de fugas; pintar no basta."
Impermeabilización, Humedad y Drenaje;¿Cuál es la forma correcta de resolver la humedad capilar en una vivienda autoconstruida?;"Cortando la fuente con drenaje, barrera, niveles o reparación de fugas; pintar no basta."
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica la humedad capilar en obra?;"Cortando la fuente con drenaje, barrera, niveles o reparación de fugas; pintar no basta. Debe revisarse altura, exterior y tuberías."
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con la humedad capilar?;El error frecuente es cubrir con pintura. Esto puede causar deterioro recurrente.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de cubrir con pintura?;Este error puede generar deterioro recurrente. La acción correcta es eliminar la causa.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar la humedad capilar?;"Porque una ejecución incorrecta puede causar deterioro recurrente. La referencia correcta es: Cortando la fuente con drenaje, barrera, niveles o reparación de fugas; pintar no basta."
Impermeabilización, Humedad y Drenaje;¿Por qué aparece polvo blanco en la pared?;Son sales transportadas por agua. Debe identificarse la humedad y el material que aporta sales.
Impermeabilización, Humedad y Drenaje;¿Cuál es la forma correcta de resolver la eflorescencia en una vivienda autoconstruida?;Son sales transportadas por agua. Debe identificarse la humedad y el material que aporta sales.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica la eflorescencia en obra?;Son sales transportadas por agua. Debe identificarse la humedad y el material que aporta sales. Debe revisarse humedad, agua, suelo y ladrillos.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con la eflorescencia?;El error frecuente es pintar sobre salitre activo. Esto puede causar ampollamiento.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de pintar sobre salitre activo?;Este error puede generar ampollamiento. La acción correcta es eliminar humedad y limpiar.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar la eflorescencia?;Porque una ejecución incorrecta puede causar ampollamiento. La referencia correcta es: Son sales transportadas por agua. Debe identificarse la humedad y el material que aporta sales.
Impermeabilización, Humedad y Drenaje;¿Cuántos sumideros necesita una azotea?;Depende del área, lluvia, pendiente, tuberías y reboses. Un único punto pequeño puede ser insuficiente.
Impermeabilización, Humedad y Drenaje;¿Existe una medida mínima universal para los sumideros de azotea?;Depende del área, lluvia, pendiente, tuberías y reboses. Un único punto pequeño puede ser insuficiente.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica los sumideros de azotea en obra?;Depende del área, lluvia, pendiente, tuberías y reboses. Un único punto pequeño puede ser insuficiente. Debe revisarse área, diámetro, rejilla y rebose.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con los sumideros de azotea?;El error frecuente es depender de un sumidero que se tapa. Esto puede causar inundación.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de depender de un sumidero que se tapa?;Este error puede generar inundación. La acción correcta es redimensionar y mantener.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar los sumideros de azotea?;Porque una ejecución incorrecta puede causar inundación. La referencia correcta es: Depende del área, lluvia, pendiente, tuberías y reboses. Un único punto pequeño puede ser insuficiente.
Impermeabilización, Humedad y Drenaje;¿La bajante puede descargar al pie del muro?;No debe concentrar agua junto a cimientos. Debe conducirla a un punto seguro.
Impermeabilización, Humedad y Drenaje;¿Cuál es la forma correcta de resolver la descarga junto al cimiento en una vivienda autoconstruida?;No debe concentrar agua junto a cimientos. Debe conducirla a un punto seguro.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica la descarga junto al cimiento en obra?;No debe concentrar agua junto a cimientos. Debe conducirla a un punto seguro. Debe revisarse salida, erosión y pendiente.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con la descarga junto al cimiento?;El error frecuente es dejar caer agua junto a la base. Esto puede causar socavación y humedad.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de dejar caer agua junto a la base?;Este error puede generar socavación y humedad. La acción correcta es prolongar la descarga.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar la descarga junto al cimiento?;Porque una ejecución incorrecta puede causar socavación y humedad. La referencia correcta es: No debe concentrar agua junto a cimientos. Debe conducirla a un punto seguro.
Impermeabilización, Humedad y Drenaje;¿Por qué entra agua alrededor de una ventana?;"Puede fallar el sello, alféizar, goterón o drenaje del marco; debe repararse el encuentro completo."
Impermeabilización, Humedad y Drenaje;¿Cuál es la forma correcta de resolver el sellado de ventanas en una vivienda autoconstruida?;"Puede fallar el sello, alféizar, goterón o drenaje del marco; debe repararse el encuentro completo."
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica el sellado de ventanas en obra?;"Puede fallar el sello, alféizar, goterón o drenaje del marco; debe repararse el encuentro completo. Debe revisarse juntas, pendiente y drenajes."
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con el sellado de ventanas?;El error frecuente es poner silicona sobre suciedad. Esto puede causar filtración recurrente.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de poner silicona sobre suciedad?;Este error puede generar filtración recurrente. La acción correcta es rehacer el encuentro.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar el sellado de ventanas?;"Porque una ejecución incorrecta puede causar filtración recurrente. La referencia correcta es: Puede fallar el sello, alféizar, goterón o drenaje del marco; debe repararse el encuentro completo."
Impermeabilización, Humedad y Drenaje;¿Se puede impermeabilizar sobre una grieta?;Solo después de clasificarla y tratarla. Una membrana no corrige una junta activa o falla estructural.
Impermeabilización, Humedad y Drenaje;¿Existe una medida mínima universal para las fisuras bajo impermeabilización?;Solo después de clasificarla y tratarla. Una membrana no corrige una junta activa o falla estructural.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica las fisuras bajo impermeabilización en obra?;Solo después de clasificarla y tratarla. Una membrana no corrige una junta activa o falla estructural. Debe revisarse ancho, movimiento y causa.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con las fisuras bajo impermeabilización?;El error frecuente es cubrir una grieta activa. Esto puede causar rotura de membrana.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de cubrir una grieta activa?;Este error puede generar rotura de membrana. La acción correcta es reparar o diseñar junta.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar las fisuras bajo impermeabilización?;Porque una ejecución incorrecta puede causar rotura de membrana. La referencia correcta es: Solo después de clasificarla y tratarla. Una membrana no corrige una junta activa o falla estructural.
Impermeabilización, Humedad y Drenaje;¿Se puede usar cualquier impermeabilizante en una cisterna?;No. Debe ser compatible y apto para agua potable cuando corresponda, con tratamiento de juntas y prueba.
Impermeabilización, Humedad y Drenaje;¿Cuál es la forma correcta de resolver la cisterna impermeabilizada en una vivienda autoconstruida?;No. Debe ser compatible y apto para agua potable cuando corresponda, con tratamiento de juntas y prueba.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica la cisterna impermeabilizada en obra?;No. Debe ser compatible y apto para agua potable cuando corresponda, con tratamiento de juntas y prueba. Debe revisarse ficha, preparación y curado.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con la cisterna impermeabilizada?;El error frecuente es usar producto no apto. Esto puede causar contaminación y desprendimiento.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de usar producto no apto?;Este error puede generar contaminación y desprendimiento. La acción correcta es usar sistema certificado.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar la cisterna impermeabilizada?;Porque una ejecución incorrecta puede causar contaminación y desprendimiento. La referencia correcta es: No. Debe ser compatible y apto para agua potable cuando corresponda, con tratamiento de juntas y prueba.
Impermeabilización, Humedad y Drenaje;¿La pintura antihumedad resuelve una filtración?;No por sí sola. Primero se elimina la entrada de agua o fuga.
Impermeabilización, Humedad y Drenaje;¿Cuál es la forma correcta de resolver la pintura antihumedad en una vivienda autoconstruida?;No por sí sola. Primero se elimina la entrada de agua o fuga.
Impermeabilización, Humedad y Drenaje;¿Cómo se verifica la pintura antihumedad en obra?;No por sí sola. Primero se elimina la entrada de agua o fuga. Debe revisarse momento de aparición y recorrido.
Impermeabilización, Humedad y Drenaje;¿Qué error frecuente se comete con la pintura antihumedad?;El error frecuente es repintar repetidamente. Esto puede causar moho y daño oculto.
Impermeabilización, Humedad y Drenaje;¿Qué consecuencias puede tener el error de repintar repetidamente?;Este error puede generar moho y daño oculto. La acción correcta es reparar la fuente.
Impermeabilización, Humedad y Drenaje;¿Por qué es importante controlar la pintura antihumedad?;Porque una ejecución incorrecta puede causar moho y daño oculto. La referencia correcta es: No por sí sola. Primero se elimina la entrada de agua o fuga.
Ampliaciones y Construcción Progresiva;¿Debo diseñar todos los pisos si solo construiré el primero?;Sí. Cimentación, muros, columnas, escalera e instalaciones del primer piso deben responder a la configuración final prevista.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para el diseño de todos los pisos?;Sí. Cimentación, muros, columnas, escalera e instalaciones del primer piso deben responder a la configuración final prevista.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica el diseño de todos los pisos en obra?;Sí. Cimentación, muros, columnas, escalera e instalaciones del primer piso deben responder a la configuración final prevista. Debe revisarse planos finales, cargas y ejes.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con el diseño de todos los pisos?;El error frecuente es construir sin saber dónde irán muros superiores. Esto puede causar demoliciones y cimentación insuficiente.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de construir sin saber dónde irán muros superiores?;Este error puede generar demoliciones y cimentación insuficiente. La acción correcta es diseñar todo y ejecutar por etapas.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar el diseño de todos los pisos?;Porque una ejecución incorrecta puede causar demoliciones y cimentación insuficiente. La referencia correcta es: Sí. Cimentación, muros, columnas, escalera e instalaciones del primer piso deben responder a la configuración final prevista.
Ampliaciones y Construcción Progresiva;¿Puedo hacer cimientos más grandes por si construyo más pisos?;Deben dimensionarse para un número y configuración definidos, no con un aumento arbitrario.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para los cimientos para futuros pisos?;Deben dimensionarse para un número y configuración definidos, no con un aumento arbitrario.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica los cimientos para futuros pisos en obra?;Deben dimensionarse para un número y configuración definidos, no con un aumento arbitrario. Debe revisarse cargas finales, suelo y secciones.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con los cimientos para futuros pisos?;El error frecuente es solo ensanchar el cimiento. Esto puede causar gasto o falsa seguridad.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de solo ensanchar el cimiento?;Este error puede generar gasto o falsa seguridad. La acción correcta es calcular toda la estructura.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar los cimientos para futuros pisos?;Porque una ejecución incorrecta puede causar gasto o falsa seguridad. La referencia correcta es: Deben dimensionarse para un número y configuración definidos, no con un aumento arbitrario.
Ampliaciones y Construcción Progresiva;¿Qué se revisa antes de construir un segundo piso?;Suelo, cimentación, muros, columnas, soleras, losa, fisuras, continuidad, licencia e instalaciones.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para la evaluación para un segundo piso?;Suelo, cimentación, muros, columnas, soleras, losa, fisuras, continuidad, licencia e instalaciones.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica la evaluación para un segundo piso en obra?;Suelo, cimentación, muros, columnas, soleras, losa, fisuras, continuidad, licencia e instalaciones. Debe revisarse planos y estado real.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con la evaluación para un segundo piso?;El error frecuente es ampliar solo porque hay fierros de espera. Esto puede causar sobrecarga.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de ampliar solo porque hay fierros de espera?;Este error puede generar sobrecarga. La acción correcta es hacer evaluación estructural.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar la evaluación para un segundo piso?;Porque una ejecución incorrecta puede causar sobrecarga. La referencia correcta es: Suelo, cimentación, muros, columnas, soleras, losa, fisuras, continuidad, licencia e instalaciones.
Ampliaciones y Construcción Progresiva;¿Las columnas del segundo piso deben coincidir con las del primero?;Deben continuar verticalmente o existir una transferencia calculada.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para la coincidencia de columnas?;Deben continuar verticalmente o existir una transferencia calculada.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica la coincidencia de columnas en obra?;Deben continuar verticalmente o existir una transferencia calculada. Debe revisarse ejes y apoyos inferiores.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con la coincidencia de columnas?;El error frecuente es hacer nacer columna sobre losa. Esto puede causar punzonamiento y fisuras.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de hacer nacer columna sobre losa?;Este error puede generar punzonamiento y fisuras. La acción correcta es alinear o diseñar transferencia.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar la coincidencia de columnas?;Porque una ejecución incorrecta puede causar punzonamiento y fisuras. La referencia correcta es: Deben continuar verticalmente o existir una transferencia calculada.
Ampliaciones y Construcción Progresiva;¿Puedo cambiar toda la distribución de muros arriba?;"Solo con diseño. En albañilería se busca continuidad; cambios grandes cargan vigas o losas y crean irregularidad."
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para la coincidencia de muros?;"Solo con diseño. En albañilería se busca continuidad; cambios grandes cargan vigas o losas y crean irregularidad."
Ampliaciones y Construcción Progresiva;¿Cómo se verifica la coincidencia de muros en obra?;"Solo con diseño. En albañilería se busca continuidad; cambios grandes cargan vigas o losas y crean irregularidad. Debe revisarse muros superiores, inferiores y vigas."
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con la coincidencia de muros?;El error frecuente es poner muros sin apoyo. Esto puede causar deformación y debilidad sísmica.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de poner muros sin apoyo?;Este error puede generar deformación y debilidad sísmica. La acción correcta es compatibilizar arquitectura y estructura.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar la coincidencia de muros?;"Porque una ejecución incorrecta puede causar deformación y debilidad sísmica. La referencia correcta es: Solo con diseño. En albañilería se busca continuidad; cambios grandes cargan vigas o losas y crean irregularidad."
Ampliaciones y Construcción Progresiva;¿Conviene dejar el hueco de escalera desde el inicio?;Sí. Deben diseñarse hueco, vigas de borde, descansos, apoyos y altura libre.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para la reserva de escalera?;Sí. Deben diseñarse hueco, vigas de borde, descansos, apoyos y altura libre.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica la reserva de escalera en obra?;Sí. Deben diseñarse hueco, vigas de borde, descansos, apoyos y altura libre. Debe revisarse dimensiones, ubicación y refuerzo.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con la reserva de escalera?;El error frecuente es decidir después de vaciar la losa. Esto puede causar cortes de viguetas.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de decidir después de vaciar la losa?;Este error puede generar cortes de viguetas. La acción correcta es reservar y reforzar.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar la reserva de escalera?;Porque una ejecución incorrecta puede causar cortes de viguetas. La referencia correcta es: Sí. Deben diseñarse hueco, vigas de borde, descansos, apoyos y altura libre.
Ampliaciones y Construcción Progresiva;¿Se pueden usar fierros que quedaron expuestos varios años?;Solo después de limpiar, medir y evaluar corrosión, longitud y anclaje. No hay un tiempo seguro universal.
Ampliaciones y Construcción Progresiva;¿Existe una medida mínima universal para las barras de espera antiguas?;Solo después de limpiar, medir y evaluar corrosión, longitud y anclaje. No hay un tiempo seguro universal.
Ampliaciones y Construcción Progresiva;¿Cómo se verifica las barras de espera antiguas en obra?;Solo después de limpiar, medir y evaluar corrosión, longitud y anclaje. No hay un tiempo seguro universal. Debe revisarse picaduras, diámetro y concreto.
Ampliaciones y Construcción Progresiva;¿Qué error frecuente se comete con las barras de espera antiguas?;El error frecuente es usar barras muy corroídas. Esto puede causar empalmes débiles.
Ampliaciones y Construcción Progresiva;¿Qué consecuencias puede tener el error de usar barras muy corroídas?;Este error puede generar empalmes débiles. La acción correcta es rehabilitar o reemplazar.
Ampliaciones y Construcción Progresiva;¿Por qué es importante controlar las barras de espera antiguas?;Porque una ejecución incorrecta puede causar empalmes débiles. La referencia correcta es: Solo después de limpiar, medir y evaluar corrosión, longitud y anclaje. No hay un tiempo seguro universal.
Ampliaciones y Construcción Progresiva;¿Cómo se protege una vivienda que quedará a medio construir?;Deben impermeabilizarse losas, sellarse pases, drenar, proteger barras y evitar ingreso de personas.
Ampliaciones y Construcción Progresiva;¿Cuál es la forma correcta de resolver la protección de una obra paralizada en una vivienda autoconstruida?;Deben impermeabilizarse losas, sellarse pases, drenar, proteger barras y evitar ingreso de personas.
